p_rel,v_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
1.1442,0.709,29.1,0.08246,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,0.709,30.4,0.08212,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,1.781,45.0,0.07691,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,1.780,54.0,0.07476,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,1.780,61.7,0.07355,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,1.781,63.2,0.07320,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,1.780,65.5,0.07257,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,1.780,67.9,0.07233,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4307,0.708,25.3,0.08393,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4302,0.709,30.8,0.08216,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4305,0.709,33.1,0.08114,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4302,0.709,36.1,0.08044,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4303,0.709,35.9,0.07989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4300,0.709,37.3,0.07945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,1.780,52.0,0.07557,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,1.780,67.0,0.07261,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,1.780,72.1,0.07168,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,1.780,77.6,0.07058,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,1.781,79.8,0.07047,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4313,1.780,83.9,0.06981,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7172,0.709,29.7,0.08462,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7171,0.709,38.4,0.08246,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7170,0.709,40.6,0.08132,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7172,0.709,42.7,0.08069,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7169,0.709,45.2,0.08037,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7167,0.709,45.0,0.07999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,1.781,63.3,0.07635,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,1.780,78.9,0.07186,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,1.780,85.9,0.07033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,1.780,90.5,0.06970,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,1.781,95.6,0.06920,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,1.781,97.4,0.06900,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,0.262,15.0,0.11691,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,0.262,16.7,0.10952,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,0.262,17.6,0.10544,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,0.262,18.3,0.10290,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,0.262,18.8,0.10053,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,0.262,20.0,0.09952,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,1.249,15.7,0.10252,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,1.249,18.1,0.10077,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2860,1.249,19.4,0.10008,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2860,1.249,19.8,0.09993,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,1.249,20.3,0.09994,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,1.249,20.1,0.09938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,0.261,7.1,0.10112,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,0.261,7.1,0.09969,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,0.262,7.0,0.09879,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5723,0.262,7.0,0.09860,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5724,0.262,6.6,0.09884,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5724,0.262,5.9,0.09876,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5710,1.249,26.5,0.09099,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5712,1.249,31.0,0.08796,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5708,1.249,33.1,0.08682,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5708,1.249,34.0,0.08591,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5726,1.249,35.0,0.08554,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5726,1.249,35.9,0.08518,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8582,0.262,10.3,0.09553,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8583,0.262,11.0,0.09424,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8582,0.261,11.2,0.09366,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8583,0.261,11.7,0.09344,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8580,0.262,11.2,0.09392,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8581,0.262,10.6,0.09344,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8572,1.249,28.0,0.08590,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8570,1.250,34.8,0.08244,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8566,1.250,37.0,0.08106,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8566,1.250,39.5,0.07981,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8564,1.249,41.2,0.07936,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8576,1.249,40.8,0.07914,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1423,0.709,21.2,0.08691,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1426,0.709,26.2,0.08415,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1427,0.709,28.9,0.08288,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1425,0.709,29.5,0.08266,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1425,0.708,30.2,0.08190,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1424,0.709,31.8,0.08120,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1410,1.780,42.8,0.07548,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1413,1.780,52.4,0.07216,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1415,1.780,58.4,0.07010,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1428,1.780,59.7,0.06967,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1435,1.779,64.1,0.06868,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1434,1.779,63.9,0.06870,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4269,0.709,24.5,0.08338,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4267,0.709,30.2,0.08031,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4269,0.709,33.3,0.07909,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4263,0.709,34.6,0.07822,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4262,0.709,35.1,0.07812,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4267,0.709,37.2,0.07728,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4247,1.780,50.0,0.07112,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4244,1.780,60.4,0.06780,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4244,1.781,66.3,0.06639,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4245,1.780,70.5,0.06568,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4242,1.780,73.2,0.06539,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4249,1.779,76.9,0.06501,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7099,0.709,28.7,0.08104,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7096,0.709,37.5,0.07762,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7094,0.709,39.0,0.07714,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7097,0.709,40.3,0.07628,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7099,0.709,41.6,0.07573,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7100,0.709,42.1,0.07545,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7094,1.780,58.0,0.07019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7095,1.780,72.1,0.06676,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7086,1.780,78.4,0.06589,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7079,1.780,83.5,0.06529,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7081,1.780,87.3,0.06515,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7079,1.780,91.6,0.06485,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,0.709,21.4,0.09998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,23.4,0.09872,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,24.2,0.09797,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,24.3,0.09732,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,24.2,0.09704,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,24.2,0.09684,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,32.8,0.09621,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,38.3,0.09405,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,40.5,0.09345,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,41.4,0.09280,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,41.4,0.09295,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,42.5,0.09252,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,22.7,0.09085,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5718,0.709,28.0,0.08913,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,28.9,0.08865,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,28.7,0.08832,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5725,0.709,30.0,0.08774,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,31.1,0.08741,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,44.1,0.08576,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,58.0,0.08350,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,61.7,0.08244,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,64.4,0.08198,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5723,1.779,65.0,0.08138,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,67.4,0.08093,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8579,0.709,30.2,0.08561,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8579,0.709,35.3,0.08413,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8577,0.709,36.6,0.08323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8579,0.708,37.3,0.08316,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8575,0.709,39.4,0.08284,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8577,0.709,39.2,0.08264,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8584,1.780,63.5,0.07919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8561,1.780,78.7,0.07654,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8584,1.780,83.7,0.07517,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.780,88.1,0.07477,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8584,1.780,89.0,0.07418,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8584,1.780,91.9,0.07381,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1452,0.262,17.9,0.08632,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,19.8,0.08552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,20.1,0.08507,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,20.1,0.08499,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,19.2,0.08500,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1450,0.262,19.8,0.08501,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1445,1.250,58.6,0.07769,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1443,1.250,71.4,0.07520,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1444,1.250,76.0,0.07413,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1442,1.249,79.1,0.07362,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1445,1.249,81.1,0.07340,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1441,1.250,84.8,0.07267,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4301,0.262,22.3,0.08438,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4302,0.262,24.7,0.08337,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4302,0.262,24.9,0.08309,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4301,0.262,25.3,0.08296,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4302,0.262,25.3,0.08299,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4297,0.262,24.7,0.08307,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4293,1.250,70.3,0.07459,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4293,1.250,84.2,0.07177,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4294,1.250,91.7,0.07022,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4293,1.249,95.6,0.06952,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4296,1.250,96.5,0.06926,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4294,1.249,98.4,0.06913,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7134,0.262,24.5,0.08360,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7138,0.262,30.4,0.08209,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7138,0.262,29.1,0.08199,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7137,0.262,31.1,0.08171,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7137,0.262,31.3,0.08175,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7136,0.262,31.3,0.08197,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7134,1.250,82.0,0.07241,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7131,1.250,99.2,0.06946,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7133,1.250,105.3,0.06825,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7131,1.250,107.9,0.06738,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7131,1.250,111.0,0.06697,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7128,1.250,113.7,0.06665,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,20.3,0.11525,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2855,0.709,22.7,0.11355,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2850,0.709,23.8,0.11354,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,24.5,0.11313,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,24.2,0.11262,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,24.2,0.11271,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2861,1.780,33.1,0.11238,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,39.4,0.10969,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,41.2,0.10882,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,42.8,0.10827,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,43.4,0.10794,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,44.3,0.10787,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5721,0.709,24.7,0.10840,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5716,0.709,28.9,0.10597,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5719,0.709,30.8,0.10509,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5716,0.709,31.8,0.10493,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5714,0.709,32.2,0.10446,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5716,0.709,32.8,0.10411,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,55.9,0.09869,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,65.0,0.09515,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.779,68.7,0.09519,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,70.9,0.09294,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,72.3,0.09254,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.780,73.6,0.09211,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8564,0.709,32.6,0.10229,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8565,0.709,37.9,0.09990,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8564,0.709,40.5,0.09886,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8562,0.709,42.3,0.09811,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8563,0.709,42.1,0.09768,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8565,0.709,43.0,0.09759,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8570,1.780,71.8,0.09037,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8552,1.780,84.2,0.08665,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8554,1.780,89.2,0.08541,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8566,1.780,92.6,0.08470,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8567,1.780,94.8,0.08399,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8568,1.780,96.5,0.08384,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1412,0.262,20.3,0.10451,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1412,0.262,22.7,0.10331,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1413,0.262,23.2,0.10334,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1414,0.262,23.2,0.10281,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1416,0.262,23.2,0.10279,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1413,0.261,23.2,0.10277,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1412,1.250,67.0,0.08981,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1411,1.250,78.4,0.08648,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1409,1.250,83.9,0.08413,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1405,1.250,86.8,0.08327,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1407,1.250,87.5,0.08320,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1407,1.250,89.0,0.08268,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4249,0.262,24.9,0.10310,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4251,0.262,28.2,0.10181,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4248,0.262,29.1,0.10087,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4241,0.262,29.3,0.10056,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4243,0.261,29.7,0.10051,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4245,0.262,29.3,0.10043,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4248,1.250,77.6,0.08647,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4249,1.250,91.2,0.08297,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4250,1.250,98.0,0.08126,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4248,1.250,102.5,0.08033,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4243,1.250,106.2,0.07993,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4246,1.250,107.5,0.08080,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7088,0.262,30.8,0.10367,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7088,0.262,35.0,0.10149,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7088,0.262,35.5,0.10030,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7086,0.262,36.2,0.10032,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7088,0.262,36.6,0.09965,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7086,0.262,35.9,0.10001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7082,1.251,91.6,0.08490,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7083,1.251,109.0,0.08192,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7080,1.250,118.5,0.08110,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7084,1.250,122.1,0.08072,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7083,1.250,124.5,0.08041,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7081,1.250,130.2,0.08036,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,19.8,0.10785,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2864,0.709,22.5,0.10705,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,23.4,0.10665,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2864,0.709,23.0,0.10660,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2864,0.709,23.4,0.10672,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,23.6,0.10662,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2861,1.779,30.4,0.10588,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.779,35.3,0.10418,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2859,1.779,37.3,0.10371,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,38.6,0.10361,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2858,1.779,39.0,0.10308,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2858,1.779,40.3,0.10423,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5725,0.709,22.3,0.10472,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,26.2,0.10328,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5707,0.709,27.6,0.10274,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,28.9,0.10297,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,29.1,0.10256,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,0.709,29.3,0.10251,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5725,1.779,47.8,0.09785,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.779,56.6,0.09559,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.779,61.2,0.09454,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5725,1.779,61.9,0.09395,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.779,64.4,0.09363,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5724,1.779,66.1,0.09327,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8579,0.709,27.7,0.10184,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8579,0.709,35.0,0.09959,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8580,0.709,37.9,0.09855,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8578,0.709,38.8,0.09785,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8576,0.709,39.2,0.09784,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8575,0.709,40.1,0.09770,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.779,60.4,0.09208,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.779,72.9,0.08955,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.780,79.8,0.08894,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.779,82.0,0.08837,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.779,85.0,0.08795,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8585,1.780,83.9,0.08817,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,17.0,0.10496,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1452,0.262,20.7,0.10349,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,21.2,0.10303,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.262,21.1,0.10348,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1450,0.261,20.7,0.10264,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1451,0.263,19.4,0.10335,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1440,1.250,57.9,0.09214,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1443,1.250,69.4,0.08917,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1438,1.250,74.3,0.08778,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1435,1.250,80.0,0.08711,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1438,1.250,78.9,0.08705,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1442,1.249,82.8,0.08704,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4296,0.262,20.9,0.10395,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4299,0.262,23.4,0.10222,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4298,0.262,24.7,0.10208,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4298,0.262,25.6,0.10106,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4298,0.262,25.1,0.10135,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4298,0.262,25.1,0.10139,0,0,1,0,0,0,0,0,0,0,0,0,0,0
